Genus[7][8][b],Meaning or derivation,Family[4],Order[4],C,G
Echinops,hedgehog-like (the thistle's flower heads),Asteraceae,Asterales,C,G
Echinopsis,hedgehog-like (the round cactus),Cactaceae,Caryophyllales,,
Echites,"viper (the poisonous, entwining branches)",Apocynaceae,Gentianales,,G
Echium,Greek name,Boraginaceae,Boraginales,C,G
Edraianthus,sitting (sessile) flowers,Campanulaceae,Asterales,,G
Elaeagnus,Greek name[4],Elaeagnaceae,Rosales,C,G
Elaeis,olive (oil),Arecaceae,Arecales,,G
Elaeocarpus,olive (oil) fruit[4],Elaeocarpaceae,Oxalidales,,G
Elaeodendron,olive tree,Celastraceae,Celastrales,,
Elatine,Greek and Latin name[4],Elatinaceae,Malpighiales,,G
Elatostema,springing male parts (the erect stamens),Urticaceae,Rosales,,G
Elettaria,Malabar name,Zingiberaceae,Zingiberales,,G
Eleusine,Eleusis (and its temple),Poaceae,Poales,,G
Elodea,marshy,Hydrocharitaceae,Alismatales,,G
Elymus,Greek name,Poaceae,Poales,C,G
Embothrium,in a little pit (the anthers),Proteaceae,Proteales,C,G
Emilia,(unknown),Asteraceae,Asterales,,G
Emmenanthe,lasting flowers,Hydrophyllaceae,Boraginales,,
Emmenopterys,lasting wing (part of the calyx),Rubiaceae,Gentianales,,G
Empetrum,(living) on rocks. Greek name.,Ericaceae,Ericales,,G
Encelia,(obscure),Asteraceae,Asterales,,G
Encephalartos,"in-head-bread (the mealy, edible tops of the trunks)",Zamiaceae,Cycadales,,G
Enkianthus,pregnant flower (the flowers of first species named are surrounded by petal-like bracts),Ericaceae,Ericales,C,G
Entada,Malabar name,Fabaceae,Fabales,,G
Entelea,complete (the fertile stamens),Malvaceae,Malvales,,G
Eomecon,Greek name,Papaveraceae,Ranunculales,C,G
Epacris,summit-dwelling,Ericaceae,Ericales,,G
Ephedra,Greek and Latin name[4],Ephedraceae,Ephedrales,,G
Epidendrum,on trees,Orchidaceae,Asparagales,,G
Epigaea,on the earth (the branches),Ericaceae,Ericales,,G
Epilobium,on pods (the flowers),Onagraceae,Myrtales,C,G
Epimedium,Greek name,Berberidaceae,Ranunculales,C,G
Epipactis,Greek and Latin name,Orchidaceae,Asparagales,C,G
Epiphyllum,on leaves (the leaf-like flower stalks),Cactaceae,Caryophyllales,,G
Episcia,in the shade,Gesneriaceae,Lamiales,,G
Epithelantha,flowers on nipples (tubercles),Cactaceae,Caryophyllales,,G
Eragrostis,love grass (the heart-shaped spikelets),Poaceae,Poales,C,G
Eranthemum,Greek name,Acanthaceae,Lamiales,,G
Eranthis,springtime flowers,Ranunculaceae,Ranunculales,C,G
Eremaea,solitary (the single flowers),Myrtaceae,Myrtales,,
Eremanthus,solitary flowers,Asteraceae,Asterales,,G
Eremophila,desert-loving,Scrophulariaceae,Lamiales,,G
Eremurus,desert tail (the large flower spikes),Asphodelaceae,Asparagales,C,G
Erepsia,roofed (the covered stamens),Aizoaceae,Caryophyllales,,
Eria,wool (on the flowers),Orchidaceae,Asparagales,,
Erica,Greek and Latin name[4],Ericaceae,Ericales,C,G
Erigenia,springtime-born,Apiaceae,Apiales,,
Erigeron,Greek and Latin name,Asteraceae,Asterales,C,G
Erinus,Greek name,Plantaginaceae,Lamiales,C,G
Eriobotrya,woolly bunch (the inflorescences),Rosaceae,Rosales,C,G
Eriocephalus,woolly heads,Asteraceae,Asterales,,G
Eriogonum,woolly nodes,Polygonaceae,Caryophyllales,,G
Eriophorum,wool-bearing (the fruiting heads),Cyperaceae,Poales,C,G
Eriophyllum,woolly leaves,Asteraceae,Asterales,,G
Eriopsis,like Eria,Orchidaceae,Asparagales,,
Eriostemon,woolly stamens,Rutaceae,Sapindales,,G
Eritrichium,woolly hairs,Boraginaceae,Boraginales,,G
Erlangea,University of Erlangen (now Erlangen–Nuremberg),Asteraceae,Asterales,,G
Erodium,heron (the long carpels or fruit),Geraniaceae,Geraniales,C,G
Eruca,Latin name,Brassicaceae,Brassicales,C,G
Eryngium,Greek name,Apiaceae,Apiales,C,G
Erysimum,Greek name,Brassicaceae,Brassicales,C,G
Erythrina,red,Fabaceae,Fabales,C,G
Erythronium,Greek name,Liliaceae,Liliales,C,G
Erythroxylum,red wood. Previously Erythroxylon.[4],Erythroxylaceae,Malpighiales,,G
Eucalyptus,well-covered (the cap on the flower buds),Myrtaceae,Myrtales,C,G
Eucharis,charming (the flowers),Amaryllidaceae,Asparagales,,G
Eucnide,good nettle,Loasaceae,Cornales,,G
Eucomis,good hair (the bracts above the inflorescences),Asparagaceae,Asparagales,C,G
Eucommia,good gum[4],Eucommiaceae,Garryales,,G
Eucryphia,well-hidden (by its sepals),Cunoniaceae,Oxalidales,C,G
Eulophia,good crests (on the lips),Orchidaceae,Asparagales,,G
Euonymus,Greek and Latin name,Celastraceae,Celastrales,C,G
Eupatorium,Greek and Latin name,Asteraceae,Asterales,C,G
Euphorbia,Greek and Latin name[4],Euphorbiaceae,Malpighiales,C,G
Euphrasia,delight,Orobanchaceae,Lamiales,,G
Euptelea,good elm[4],Eupteleaceae,Ranunculales,,G
Eurya,broad,Pentaphylacaceae,Ericales,,G
Euryale,Euryale,Nymphaeaceae,Nymphaeales,,G
Euryops,large eye (the flower heads),Asteraceae,Asterales,C,G
Eustoma,idiom for a pretty face (the striking flowers),Gentianaceae,Gentianales,,G
Eustrephus,well-entwined (the climbing vines),Asparagaceae,Asparagales,,G
Eutaxia,modest or well-ordered,Fabaceae,Fabales,,
Euterpe,Euterpe,Arecaceae,Arecales,,G
Evolvulus,untwisted (the vines),Convolvulaceae,Solanales,,G
Exacum,Gallic and Latin name,Gentianaceae,Gentianales,,G
Exochorda,external chord (on the ovary wall),Rosaceae,Rosales,C,G
Fagopyrum,beech wheat,Polygonaceae,Caryophyllales,C,G
Fagus,Latin name[4],Fagaceae,Fagales,C,G
Fatsia,derived from a Japanese name,Araliaceae,Apiales,C,G
Faucaria,gullet,Aizoaceae,Caryophyllales,,G
Felicia,(unclear),Asteraceae,Asterales,C,G
Fenestraria,Latin: window (at the top of the leaves),Aizoaceae,Caryophyllales,,
Ferocactus,cactus + Latin: fierce,Cactaceae,Caryophyllales,C,
Feroniella,little Feronia,Rutaceae,Sapindales,,
Ferula,Latin name,Apiaceae,Apiales,C,G
Festuca,Latin: straw or grass stalk,Poaceae,Poales,C,G
Ficaria,like Ficus,Ranunculaceae,Ranunculales,C,G
Ficus,Latin name,Moraceae,Rosales,C,G
Filago,Medieval Latin name,Asteraceae,Asterales,,G
Filipendula,Latin: hanging on threads (the tubers),Rosaceae,Rosales,C,G
Foeniculum,Latin name,Apiaceae,Apiales,C,G
Fragaria,from Latin: fraga (strawberry),Rosaceae,Rosales,C,G
Fraxinus,Latin name,Oleaceae,Lamiales,C,G
Fritillaria,Latin: dice box (the checkered flowers),Liliaceae,Liliales,C,G
Fumaria,Medieval Latin name,Papaveraceae,Ranunculales,,G
Galactites,milky (the veins),Asteraceae,Asterales,,G
Galanthus,milky flowers,Amaryllidaceae,Asparagales,C,G
Galax,milk (the flowers),Diapensiaceae,Ericales,C,G
Galeandra,helmet (-capped) stamens,Orchidaceae,Asparagales,,G
Galega,"derived from gala, milk; named gallica herba in Latin",Fabaceae,Fabales,C,G
Galeopsis,Latin name,Lamiaceae,Lamiales,,G
Galium,Greek name,Rubiaceae,Gentianales,C,G
Gasteria,belly (the swollen flower base),Asphodelaceae,Asparagales,,G
Gastrochilus,belly (swollen) lip,Orchidaceae,Asparagales,,G
Geitonoplesium,near-neighbour,Asphodelaceae,Asparagales,,G
Gelsemium,Italian name[4],Gelsemiaceae,Gentianales,C,G
Genipa,Guyanese name,Rubiaceae,Gentianales,,G
Genista,Latin name,Fabaceae,Fabales,C,G
Geogenanthus,ground-birth (low-growing) flowers,Commelinaceae,Commelinales,,G
Geonoma,colonist,Arecaceae,Arecales,,G
Geranium,crane (the fruit). Greek and Latin name.[4],Geraniaceae,Geraniales,C,G
Geum,Latin name,Rosaceae,Rosales,C,G
Gevuina,Chilean name,Proteaceae,Proteales,,G
Ginkgo,Chinese and Japanese name[4],Ginkgoaceae,Ginkgoales,C,G
Gladiolus,little sword (the leaves),Iridaceae,Asparagales,C,G
Glaucidium,like Glaucium,Ranunculaceae,Ranunculales,C,G
Glaucium,greyish-blue-green (the leaves),Papaveraceae,Ranunculales,C,G
Glechoma,Greek name,Lamiaceae,Lamiales,,G
Gliricidia,Latin: dormouse-killing (derived from a Colombian name),Fabaceae,Fabales,,G
Globba,Indonesian name,Zingiberaceae,Zingiberales,,G
Globularia,little globe (the flower heads),Plantaginaceae,Lamiales,C,G
Gloriosa,Latin: glorious,Colchicaceae,Liliales,C,G
Glottiphyllum,tongue leaves,Aizoaceae,Caryophyllales,,G
Glyceria,sweet (the seeds),Poaceae,Poales,C,G
Glycine,sweet,Fabaceae,Fabales,C,G
Glycosmis,sweet scent,Rutaceae,Sapindales,,G
Glycyrrhiza,sweet roots,Fabaceae,Fabales,C,G
Glyptostrobus,carved (pitted) cones,Cupressaceae,Pinales,,G
Gnaphalium,Greek and Latin name,Asteraceae,Asterales,,G
Gnidia,Knidos,Thymelaeaceae,Malvales,,G
Gompholobium,peg-like pods,Fabaceae,Fabales,,G
Gomphrena,from a Latin name,Amaranthaceae,Caryophyllales,C,G
Gossypium,"Latin name, originally from Arabic",Malvaceae,Malvales,,G
Grammato­phyllum,marked leaves,Orchidaceae,Asparagales,,G
Graptopetalum,painted petals,Crassulaceae,Saxifragales,,G
Graptophyllum,painted leaves,Acanthaceae,Lamiales,,G
Gratiola,satisfying,Plantaginaceae,Lamiales,,G
Gymnadenia,naked glands (the stamens),Orchidaceae,Asparagales,,G
Gymnocalycium,naked (flower) buds,Cactaceae,Caryophyllales,,G
Gymnocladus,naked branches,Fabaceae,Fabales,C,G
Gynerium,female wool (the woolly spikelets on the female plants),Poaceae,Poales,,G
Gynura,female tail (the long stigmas),Asteraceae,Asterales,C,G
Gypsophila,gypsum-loving,Caryophyllaceae,Caryophyllales,C,G
Habenaria,rein (the spurs and lips),Orchidaceae,Asparagales,,G
Habranthus,graceful flowers,Amaryllidaceae,Asparagales,,G
Haemanthus,blood flowers,Amaryllidaceae,Asparagales,,G
Haematoxylum,blood wood (yielding a red dye),Fabaceae,Fabales,,G
Halimium,seaside,Cistaceae,Malvales,C,G
Halimodendron,(salt-tolerant) seaside tree,Fabaceae,Fabales,C,G
Hamamelis,Greek name[4],Hamamelidaceae,Saxifragales,C,G
Haplopappus,single pappus,Asteraceae,Asterales,,G
Harpephyllum,sickle leaves,Anacardiaceae,Sapindales,,G
Hedeoma,from a Greek name,Lamiaceae,Lamiales,,G
Hedera,Latin name,Araliaceae,Apiales,C,G
Hedychium,sweet snow (the scented white flowers),Zingiberaceae,Zingiberales,C,G
Hedyotis,sweet ear,Rubiaceae,Gentianales,,G
Hedysarum,Greek name,Fabaceae,Fabales,C,G
Hedyscepe,sweet covering (the flowers),Arecaceae,Arecales,,G
Helenium,Greek and Latin name,Asteraceae,Asterales,C,G
Heliamphora,marsh jar (a pitcher plant),Sarraceniaceae,Ericales,,G
Helianthella,little Helianthus,Asteraceae,Asterales,,G
Helianthemum,sunny flowers (the habitat),Cistaceae,Malvales,C,G
Helianthus,sunflowers (the appearance),Asteraceae,Asterales,C,G
Helichrysum,sun of gold (the flowers),Asteraceae,Asterales,C,G
Helicodiceros,two spiral horns (at the base of the leaves),Araceae,Alismatales,,G
Heliconia,"Latin name, from Mount Helicon[4]",Heliconiaceae,Zingiberales,,G
Heliophila,sun-loving,Brassicaceae,Brassicales,,G
Heliopsis,sun-like (the flowers),Asteraceae,Asterales,C,G
Heliotropium,sun-facing,Heliotropiaceae,Boraginales,C,G
Helleborus,Greek name,Ranunculaceae,Ranunculales,C,G
Helonias,marsh,Melanthiaceae,Liliales,,G
Heloniopsis,like Helonias,Melanthiaceae,Liliales,,G
Hemerocallis,one-day beauty (the ephemeral flowers). Greek and Latin name.,Asphodelaceae,Asparagales,C,G
Hemiandra,half male-part (the reduced stamens),Lamiaceae,Lamiales,,G
Hemigraphis,half-brush (the hairy filaments),Acanthaceae,Lamiales,,G
Hemiptelea,half elm (the half-winged fruit),Ulmaceae,Rosales,,G
Hepatica,liver (the leaves),Ranunculaceae,Ranunculales,,G
Heracleum,Heracles,Apiaceae,Apiales,C,G
Herniaria,(a remedy for) hernia,Caryophyllaceae,Caryophyllales,,G
Hesperaloe,western Aloe,Asparagaceae,Asparagales,C,G
Hesperantha,evening flowers,Iridaceae,Asparagales,C,G
Hesperis,evening (when the flower scent is strongest),Brassicaceae,Brassicales,C,G
Heteranthera,diverse anthers (one is larger than the others),Pontederiaceae,Commelinales,,G
Heterocentron,diverse spurs,Melastomataceae,Myrtales,,G
Heteromeles,diverse apples,Rosaceae,Rosales,,G
Heterospathe,diverse spathes,Arecaceae,Arecales,,G
Hevea,Guyanan name,Euphorbiaceae,Malpighiales,,G
Hibiscus,Greek and Latin name,Malvaceae,Malvales,C,G
Hieracium,Greek name,Asteraceae,Asterales,,G
Hierochloe,sacred grass (for its use in ceremonies),Poaceae,Poales,C,G
Hippeastrum,"star of a horse, rider, or knight (the flowers)",Amaryllidaceae,Asparagales,C,G
Hippobroma,horse-rage (it is poisonous),Campanulaceae,Asterales,,G
Hippocrepis,horse shoe (the seed pods),Fabaceae,Fabales,C,G
Hippophae,Greek name,Elaeagnaceae,Rosales,C,G
Hoheria,Maori name,Malvaceae,Malvales,C,G
Holcus,Greek and Latin name,Poaceae,Poales,C,G
Holodiscus,undivided disk (the flowers),Rosaceae,Rosales,C,G
Homalanthus,flat flowers,Euphorbiaceae,Malpighiales,,G
Homalomena,flat moon; mistranslation of a Malayan name,Araceae,Alismatales,,
Hordeum,Latin name,Poaceae,Poales,C,G
Horminum,Greek and Latin name,Lamiaceae,Lamiales,C,G
Howea,Lord Howe Island (the habitat),Arecaceae,Arecales,,G
Humulus,German name,Cannabaceae,Rosales,C,G
Hura,South American name,Euphorbiaceae,Malpighiales,,G
Hyacinthus,Hyacinth. Greek and Latin name.,Asparagaceae,Asparagales,C,G
Hydrangea,water container (the cup-shaped capsules)[4],Hydrangeaceae,Cornales,C,G
Hydrastis,"water, by analogy with Hydrophyllum",Ranunculaceae,Ranunculales,,G
Hydriastele,water column (tree),Arecaceae,Arecales,,G
Hydrilla,"little water serpent, possibly",Hydrocharitaceae,Alismatales,,G
Hydrocharis,water grace[4],Hydrocharitaceae,Alismatales,,G
Hydrocleys,water key,Alismataceae,Alismatales,C,G
Hydrocotyle,shallow water cup (the leaves),Araliaceae,Apiales,,G
Hydrolea,water olive (the leaves)[4],Hydroleaceae,Solanales,,G
Hydrophyllum,watery leaves,Restionaceae,Poales,,G
Hylocereus,grove cactus,Cactaceae,Caryophyllales,,G
Hylomecon,grove poppy,Papaveraceae,Ranunculales,,G
Hymenaea,Hymen,Fabaceae,Fabales,,G
Hymenocallis,attractive membrane (on the stamens),Amaryllidaceae,Asparagales,,G
Hymenosporum,membranous seeds,Pittosporaceae,Apiales,,G
Hyophorbe,pig food,Arecaceae,Arecales,,G
Hyoscyamus,pig (poor) bean,Solanaceae,Solanales,,G
Hypericum,Greek and Latin name[4],Clusiaceae,Malpighiales,C,G
Hyphaene,meshing (the fruit fibres),Arecaceae,Arecales,,G
Hypocalymma,below a veil (of sepals),Myrtaceae,Myrtales,,G
Hypochaeris,Greek and Latin name. Previously Hypochoeris.,Asteraceae,Asterales,,G
Hypoxis,Greek name[4],Hypoxidaceae,Asparagales,,G
Hyssopus,Greek and Latin name,Lamiaceae,Lamiales,C,G
Iberis,Greek name,Brassicaceae,Brassicales,C,G
Ibicella,little ibex,Martyniaceae,Lamiales,,G
Ilex,Latin name,Aquifoliaceae,Aquifoliales,C,G
Illicium,Latin: enticement,Schisandraceae,Austrobaileyales,C,G
Impatiens,Latin: impatient (the forcefully ejected fruit),Balsaminaceae,Ericales,C,G
Indigofera,indigo-bearing,Fabaceae,Fabales,C,G
Inga,Tupi–Guarani name,Fabaceae,Fabales,,G
Inula,Latin name,Asteraceae,Asterales,C,G
Iochroma,violet colour,Solanaceae,Solanales,,G
Ionopsidium,violet-like,Brassicaceae,Brassicales,,G
Ipheion,"derived from a Greek name, possibly[6][8]",Amaryllidaceae,Asparagales,,G
Ipomoea,worm-like (the vines),Convolvulaceae,Solanales,C,G
Iresine,"woolly branches, possibly",Amaranthaceae,Caryophyllales,C,G
Iris,rainbow goddess (the flowers),Iridaceae,Asparagales,C,G
Isatis,Greek name,Brassicaceae,Brassicales,C,G
Isopogon,evenly bearded (the fruit),Proteaceae,Proteales,,G
Isopyrum,Greek and Latin name,Ranunculaceae,Ranunculales,,G
Isotoma,equal sections (in the flowers),Campanulaceae,Asterales,,G
Itea,Greek name[4],Iteaceae,Saxifragales,C,G
Ixia,Greek and Latin name[4],Iridaceae,Asparagales,,G
Ixiolirion,Ixia + lily[4],Ixioliriaceae,Asparagales,,G
Ixora,derived from Sanskrit,Rubiaceae,Gentianales,,G
Jacaranda,Brazilian name,Bignoniaceae,Lamiales,,G
Jasione,Greek name,Campanulaceae,Asterales,,G
Jasminum,Persian name,Oleaceae,Lamiales,C,G
Jatropha,doctor food (it is a purgative),Euphorbiaceae,Malpighiales,,G
Juglans,Latin name[4],Juglandaceae,Fagales,C,G
Juncus,binding. Latin name.[4],Juncaceae,Poales,C,G
Juniperus,Latin name,Cupressaceae,Pinales,C,G
Kadsura,Japanese name,Schisandraceae,Austrobaileyales,,G
Kalanchoe,derived from a Chinese name,Crassulaceae,Saxifragales,C,G
Kalopanax,attractive Panax,Araliaceae,Apiales,C,G
Kigelia,Mozambique name,Bignoniaceae,Lamiales,,G
Kirengeshoma,Japanese name,Hydrangeaceae,Cornales,C,G
