Genus[7][8][9][b],Meaning or derivation,Family[4],Order[4],C,G
Ligularia,Latin: strap (the ray florets),Asteraceae,Asterales,C,G
Ligusticum,Greek name,Apiaceae,Apiales,C,G
Ligustrum,Latin name,Oleaceae,Lamiales,C,G
Lilium,Latin name[4],Liliaceae,Liliales,C,G
Limnanthes,marsh flowers[4],Limnanthaceae,Brassicales,,G
Limnobium,marsh life,Hydrocharitaceae,Alismatales,,
Limnocharis,marsh beauty,Alismataceae,Alismatales,,G
Limonium,Meadow. Greek name.[5][6],Plumbaginaceae,Caryophyllales,C,G
Linanthus,Linum (flax) flowers,Polemoniaceae,Ericales,,G
Linaria,Linum-like,Plantaginaceae,Lamiales,C,G
Linum,Latin name,Linaceae,Malpighiales,C,G
Liparis,oily (the leaves),Orchidaceae,Asparagales,,G
Liquidambar,Latin: liquid amber (the resin),Altingiaceae,Saxifragales,C,G
Liriodendron,lily tree,Magnoliaceae,Magnoliales,C,G
Liriope,Greek mythological name,Asparagaceae,Asparagales,C,G
Litchi,Chinese name,Sapindaceae,Sapindales,,G
Lithocarpus,stone fruit (the nuts),Fagaceae,Fagales,C,G
Lithodora,stone gift (rocky habitat),Boraginaceae,Boraginales,C,G
Lithophragma,"stone wall. Possibly an error,[7] but some species do grow in stone walls.[6]",Saxifragaceae,Saxifragales,,G
Lithops,stony appearance,Aizoaceae,Caryophyllales,C,G
Lithospermum,stone seeds. Latin name.,Boraginaceae,Boraginales,,G
Lithraea,Chilean name,Anacardiaceae,Sapindales,,
Litsea,Chinese name,Lauraceae,Laurales,,G
Loasa,probably a South American name[4],Loasaceae,Cornales,,G
Lobularia,Greek and Latin: little pods,Brassicaceae,Brassicales,C,G
Lolium,Latin name,Poaceae,Poales,,G
Lomatia,with borders (the seed margins),Apiaceae,Apiales,C,G
Lonas,unknown,Asteraceae,Asterales,,
Lonchocarpus,lance fruit,Fabaceae,Fabales,,G
Lophophora,crest-bearing (the tufts),Cactaceae,Caryophyllales,,G
Loropetalum,strap petals,Hamamelidaceae,Saxifragales,C,G
Lotus,Greek name,Fabaceae,Fabales,C,G
Luculia,Nepalese name,Rubiaceae,Gentianales,,G
Luffa,Arabic name,Cucurbitaceae,Cucurbitales,,G
Lunaria,Latin: moon-like (the seed pods),Brassicaceae,Brassicales,C,G
Lupinus,Latin name,Fabaceae,Fabales,C,G
Luzula,"possibly Latin: small light (from the dewy sparkle), or yellowish, or Italian for a bioluminescent insect",Juncaceae,Poales,C,G
Lycaste,uncertain,Orchidaceae,Asparagales,,G
Lycium,Greek and Latin name for a shrub from Lycia,Solanaceae,Solanales,C,G
Lycopus,wolf feet (the leaves),Lamiaceae,Lamiales,C,G
Lysichiton,dissolving cloak (the spathes),Araceae,Alismatales,C,G
Lysionotus,releasing in the back (the capsule suture),Gesneriaceae,Lamiales,,G
Lythrum,bloody (the flowers)[4],Lythraceae,Myrtales,C,G
Macradenia,long gland (pollen stalks),Orchidaceae,Asparagales,,G
Macrozamia,large Zamia,Zamiaceae,Cycadales,,G
Madhuca,Sanskrit name,Sapotaceae,Ericales,,
Madia,Chilean name,Asteraceae,Asterales,,G
Maesa,Arabic name,Primulaceae,Ericales,,G
Maianthemum,May flowers,Asparagaceae,Asparagales,C,G
Malachra,Malva,Malvaceae,Malvales,,
Mallotus,woolly,Euphorbiaceae,Malpighiales,,G
Malope,Latin name,Malvaceae,Malvales,,G
Malus,Greek and Latin name,Rosaceae,Rosales,C,G
Malva,Latin name[4],Malvaceae,Malvales,C,G
Malvastrum,Latin: mallow-like,Malvaceae,Malvales,,G
Malvaviscus,Latin: sticky mallow,Malvaceae,Malvales,,G
Mammea,West Indian name,Calophyllaceae,Malpighiales,,G
Mammillaria,Latin: nippled,Cactaceae,Caryophyllales,,G
Mandragora,Greek and Latin name,Solanaceae,Solanales,,G
Mangifera,Indian name,Anacardiaceae,Sapindales,,G
Manihot,Brazilian name,Euphorbiaceae,Malpighiales,,G
Manilkara,South Indian name,Sapotaceae,Ericales,,
Manulea,"Latin: hand, from the finger-like petals",Scrophulariaceae,Lamiales,,
Margyricarpus,pearl-fruit,Rosaceae,Rosales,,G
Marrubium,Latin name,Lamiaceae,Lamiales,,G
Mascarenhasia,Mascarene Islands,Apocynaceae,Gentianales,,G
Matricaria,Latin name,Asteraceae,Asterales,,G
Mauritia,Surinamese name,Arecaceae,Arecales,,
Maxillaria,named for its resemblance to an insect maxilla,Orchidaceae,Asparagales,,G
Mayaca,French Guianese name[4],Mayacaceae,Poales,,G
Maytenus,Chilean name,Celastraceae,Celastrales,C,G
Mazus,"teat, for swellings on the lower lip of the flowers[4]",Mazaceae,Lamiales,C,G
Meconopsis,poppy-like,Papaveraceae,Ranunculales,C,G
Medeola,Medea,Liliaceae,Liliales,,G
Medicago,Greek and Latin name,Fabaceae,Fabales,,G
Megaskepasma,large covering (the bracts),Acanthaceae,Lamiales,,
Melaleuca,black and white,Myrtaceae,Myrtales,,G
Melanthium,dark flowers[4],Melanthiaceae,Liliales,,
Melasphaerula,black small bulbs,Iridaceae,Asparagales,,G
Melastoma,black mouth. (The berries stain the mouth when eaten.)[4],Melastomataceae,Myrtales,,G
Melia,Greek name[4],Meliaceae,Sapindales,C,G
Melianthus,"honey flowers, for its nectar",Melianthaceae,Geraniales,C,G
Melica,"honey, for its sweet sap",Poaceae,Poales,C,G
Melicoccus,honey berries. Previously Melicocca.,Sapindaceae,Sapindales,,G
Melicytus,honey jar,Violaceae,Malpighiales,,G
Melilotus,honey lotus or honey clover,Fabaceae,Fabales,,G
Meliosma,honey-scented,Sabiaceae,Proteales,,G
Melissa,honey bee,Lamiaceae,Lamiales,C,G
Melittis,honey-bearing or honey bee,Lamiaceae,Lamiales,C,G
Melocactus,Latin: melon cactus,Cactaceae,Caryophyllales,,G
Melothria,Greek and Latin name,Cucurbitaceae,Cucurbitales,,G
Menispermum,moon seeds[4],Menispermaceae,Ranunculales,,G
Mentha,Minthe,Lamiaceae,Lamiales,C,G
Menyanthes,small flowers[4] or moon flowers,Menyanthaceae,Asterales,C,G
Mercurialis,Mercury,Euphorbiaceae,Malpighiales,,G
Meryta,bunching (the male flower heads),Araliaceae,Apiales,,G
Mesembry­anthemum,middle embryo flower (the ovaries),Aizoaceae,Caryophyllales,,G
Metrosideros,core of iron,Myrtaceae,Myrtales,,G
Meum,Greek and Latin name,Apiaceae,Apiales,C,G
Micranthemum,small flowers,Linderniaceae,Lamiales,,
Microglossa,small tongue (the ray florets),Asteraceae,Asterales,,G
Mimosa,mimic (the leaves),Fabaceae,Fabales,C,G
Mimulus,Latin: little mimic (the flowers),Phrymaceae,Lamiales,C,G
Mimusops,monkey-face,Sapotaceae,Ericales,,G
Mirabilis,Latin: wonderful,Nyctaginaceae,Caryophyllales,C,G
Miscanthus,stalk-flower (the small flower spikes),Poaceae,Poales,C,G
Mitella,small caps (the fruit),Saxifragaceae,Saxifragales,C,G
Mitraria,cap or turban (the fruit or inflorescences),Gesneriaceae,Lamiales,C,G
Molopo­spermum,striped seeds,Apiaceae,Apiales,,G
Moluccella,Molucca (unknown connection),Lamiaceae,Lamiales,C,G
Momordica,Latin: bitten (appearance of the seeds),Cucurbitaceae,Cucurbitales,,G
Monanthes,single-flowered (the type specimen),Crassulaceae,Saxifragales,,
Moneses,single (flowered),Ericaceae,Ericales,,G
Monstera,Latin: monstrous (the leaves),Araceae,Alismatales,C,G
Morinda,Latin name + indicus (Indian),Rubiaceae,Gentianales,,G
Moringa,Latinised Tamil name[4],Moringaceae,Brassicales,,G
Mormodes,hobgoblin (the odd flowers),Orchidaceae,Asparagales,,G
Morus,Greek and Latin name,Moraceae,Rosales,C,G
Moscharia,musk,Asteraceae,Asterales,,
Mucuna,Brazilian name,Fabaceae,Fabales,,G
Mulgedium,Latin: milking (from the sap),Asteraceae,Asterales,,G
Musa,Latinised Arabic name[4],Musaceae,Zingiberales,,G
Muscari,Turkish name,Asparagaceae,Asparagales,C,G
Mussaenda,Latinised Sinhalese name,Rubiaceae,Gentianales,,G
Myoporum,closed pore (spots on the leaves),Scrophulariaceae,Lamiales,,G
Myosotidium,derived from Myosotis,Boraginaceae,Boraginales,C,G
Myosotis,mouse ear (the leaves),Boraginaceae,Boraginales,C,G
Myosurus,mouse tail (the flower stalks),Ranunculaceae,Ranunculales,,G
Myrica,Greek and Latin name[4],Myricaceae,Fagales,C,G
Myricaria,like Myrica,Tamaricaceae,Caryophyllales,,G
Myriocephalus,myriad heads (from the compound flower heads),Asteraceae,Asterales,,
Myriophyllum,myriad leaves,Haloragaceae,Saxifragales,C,G
Myristica,fragrant oil or ointment[4],Myristicaceae,Magnoliales,,G
Myroxylon,fragrant-oil wood,Fabaceae,Fabales,,
Myrrhis,Greek name,Apiaceae,Apiales,C,G
Myrsine,Greek name,Primulaceae,Ericales,,G
Myrtillocactus,myrtle cactus (for the myrtle-like fruit),Cactaceae,Caryophyllales,,
Myrtus,Greek and Latin name,Myrtaceae,Myrtales,C,G
Mystacidium,mustache (the fringes),Orchidaceae,Asparagales,,G
Najas,Naiad,Hydrocharitaceae,Alismatales,,G
Nandina,Japanese name,Berberidaceae,Ranunculales,C,G
Nannorrhops,dwarf bush,Arecaceae,Arecales,,G
Narcissus,Narcissus,Amaryllidaceae,Asparagales,C,G
Narthecium,Greek name[4],Nartheciaceae,Dioscoreales,,G
Nauclea,"probably ""ship"", in part",Rubiaceae,Gentianales,,G
Nautilocalyx,possibly nautilus-calyx,Gesneriaceae,Lamiales,,
Nelumbo,Sinhalese name[4],Nelumbonaceae,Proteales,,G
Nemastylis,thread column (the styles),Iridaceae,Asparagales,,G
Nematanthus,thread flower (the flower stalks),Restionaceae,Poales,,G
Nemesia,Greek name,Scrophulariaceae,Lamiales,C,G
Nemophila,clearing-loving,Hydrophyllaceae,Boraginales,C,G
Nepenthes,antidepressant[4],Nepenthaceae,Caryophyllales,,G
Nepeta,Latin name,Lamiaceae,Lamiales,C,G
Nephthytis,Nephthys,Araceae,Alismatales,,G
Neptunia,Neptune (for its habitat),Fabaceae,Fabales,,G
Nerine,a sea nymph,Amaryllidaceae,Asparagales,C,G
Nerium,Greek and Latin name,Apocynaceae,Gentianales,C,G
Nertera,low (to the ground),Rubiaceae,Gentianales,C,G
Nidularium,Latin: little nest,Bromeliaceae,Poales,,G
Nigella,Latin name,Ranunculaceae,Ranunculales,C,G
Niphaea,snowy (the flowers),Gesneriaceae,Lamiales,,G
Nolana,Latin: small bell (the flowers),Solanaceae,Solanales,,G
Nothofagus,false Fagus[4],Nothofagaceae,Fagales,C,G
Notholirion,false lily,Liliaceae,Liliales,,G
Nothoscordum,false garlic,Liliaceae,Liliales,,G
Notylia,back-bumps (on the stigmas),Orchidaceae,Asparagales,,
Nuphar,Arabic or Persian name,Nymphaeaceae,Nymphaeales,,G
Nyctanthes,night-flowering,Oleaceae,Lamiales,,G
Nymphaea,water nymph. Latin name.[4][8],Nymphaeaceae,Nymphaeales,C,G
Nymphoides,Nymphaea-like,Menyanthaceae,Asterales,,G
Nyssa,"Nysa, a water nymph[4]",Nyssaceae,Cornales,C,G
Ochna,Greek name[4],Ochnaceae,Malpighiales,,G
Ocimum,Greek and Latin name,Frankeniaceae,Caryophyllales,C,G
Ocotea,French Guyanese name,Lauraceae,Laurales,,
Octomeria,eight-part (the pollinia),Orchidaceae,Asparagales,,
Odontadenia,tooth gland (the pistils),Apocynaceae,Gentianales,,
Oenanthe,Greek name,Apiaceae,Apiales,,G
Oenocarpus,wine fruit,Arecaceae,Arecales,,G
Oenothera,Greek and Latin name,Onagraceae,Myrtales,C,G
Olea,Latin name[4],Oleaceae,Lamiales,C,G
Omphalodes,navel-like (the seeds),Boraginaceae,Boraginales,C,G
Omphalo­gramma,navel-marked (the seeds),Primulaceae,Ericales,,G
Oncidium,little swelling (on the lips),Orchidaceae,Asparagales,,G
Oncoba,Arabic name,Salicaceae,Malpighiales,,G
Onobrychis,uncertain,Fabaceae,Fabales,,G
Ononis,Greek and Latin name,Fabaceae,Fabales,,G
Onopordum,Greek and Latin name,Asteraceae,Asterales,C,G
Onosma,Greek and Latin name,Boraginaceae,Boraginales,,G
Ophiopogon,Greek for a Japanese name,Asparagaceae,Asparagales,C,G
Ophrys,Greek and Latin name,Orchidaceae,Asparagales,,G
Oplismenus,weapons (the appearance of the spikelets),Poaceae,Poales,,G
Oplopanax,armed Panax (the spines),Araliaceae,Apiales,,G
Opopanax,sap panacea,Apiaceae,Apiales,,G
Opuntia,"Opus, Greece. Latin name.",Cactaceae,Caryophyllales,C,G
Orbea,Latin: discs,Apocynaceae,Gentianales,,
Orchis,testicle (the root tubers)[4],Orchidaceae,Asparagales,,G
Oreopanax,mountain Panax,Araliaceae,Apiales,,G
Origanum,Greek and Latin name,Lamiaceae,Lamiales,C,G
Orixa,from a Japanese name,Rutaceae,Sapindales,,G
Ormosia,necklace (one use of the seeds),Fabaceae,Fabales,,G
Ornithogalum,bird's milk (the flowers or bulbs),Asparagaceae,Asparagales,C,G
Orobanche,Greek and Latin name[4],Orobanchaceae,Lamiales,,G
Orontium,Greek name,Araceae,Alismatales,C,G
Oroxylum,mountain wood (one of its habitats). Previously Oroxylon.,Bignoniaceae,Lamiales,,
Orthocarpus,upright fruit,Orobanchaceae,Lamiales,,G
Orthrosanthus,morning flowers,Iridaceae,Asparagales,,G
Orycho­phragmus,dug-up partition (the pitted septa),Brassicaceae,Brassicales,,
Oryza,Latin and Greek name,Poaceae,Poales,,G
Osmanthus,scented flowers,Oleaceae,Lamiales,C,G
Osteomeles,bone apple (the nutlets),Rosaceae,Rosales,,G
Ostrya,Greek and Latin name,Betulaceae,Fagales,C,G
Otatea,Mexican name,Poaceae,Poales,,
Othonna,Greek and Latin name,Asteraceae,Asterales,C,G
Ottelia,from a Malabar name,Hydrocharitaceae,Alismatales,,G
Oxalis,Greek and Latin name[4],Oxalidaceae,Oxalidales,C,G
Oxera,acid or acrid (the taste of the sap),Lamiaceae,Lamiales,,
Oxydendrum,sharp tree (the taste of the leaves),Ericaceae,Ericales,C,G
Oxylobium,sharp small pods,Fabaceae,Fabales,,G
Oxypetalum,sharp petals,Apocynaceae,Gentianales,,G
Oxyria,sharp (the taste),Polygonaceae,Caryophyllales,,G
Oxytropis,sharp keels (on the flowers),Fabaceae,Fabales,,G
Pachira,Guyanese name,Malvaceae,Malvales,,G
Pachycereus,thick cactus,Cactaceae,Caryophyllales,,
Pachyphragma,thick walls (the septa),Brassicaceae,Brassicales,C,G
Pachyphytum,thick plant,Crassulaceae,Saxifragales,,G
Pachyrhizus,thick roots,Fabaceae,Fabales,,G
Pachysandra,thick male parts (the stamens),Buxaceae,Buxales,C,G
Pachystachys,thick spikes,Acanthaceae,Lamiales,C,G
Paederia,Latin: stinky,Rubiaceae,Gentianales,,G
Paeonia,Greek and Latin name[4],Paeoniaceae,Saxifragales,C,G
Palaquium,Philippine name,Sapotaceae,Ericales,,G
Paliurus,Greek and Latin name,Rhamnaceae,Rosales,,G
Panax,Latin name,Araliaceae,Apiales,,G
Pancratium,Greek and Latin name,Amaryllidaceae,Asparagales,,G
Pandanus,Malay name[4],Pandanaceae,Pandanales,,G
Pandorea,Pandora,Bignoniaceae,Lamiales,C,G
Panicum,Latin name,Poaceae,Poales,C,G
Papaver,Latin name[4],Papaveraceae,Ranunculales,C,G
Paphinia,Aphrodite,Orchidaceae,Asparagales,,G
Paphiopedilum,Aphrodite's slipper (the flower lips),Orchidaceae,Asparagales,,G
Paraquilegia,similar to Aquilegia. Previously Paraquilega.,Ranunculaceae,Ranunculales,,G
Parietaria,Latin: of walls (one habitat),Urticaceae,Rosales,,G
Paris,Latin: equal (the leaves),Melanthiaceae,Liliales,C,G
Parnassia,"Mount Parnassus, Greece",Celastraceae,Celastrales,,G
Parochetus,near rivulets (the habitat),Fabaceae,Fabales,,G
Paronychia,paronychia (a disease that these herbs were said to remedy),Caryophyllaceae,Caryophyllales,,G
Parthenium,Greek and Latin name,Asteraceae,Asterales,C,G
Parthenocissus,"virgin ivy, derived from the common name",Vitaceae,Vitales,C,G
Paspalum,Greek name,Poaceae,Poales,,G
Passiflora,Latin: passion flowers[4],Passifloraceae,Malpighiales,C,G
Pastinaca,Latin name,Apiaceae,Apiales,C,G
Pavetta,Sinhalese name,Rubiaceae,Gentianales,,G
Pedicularis,Latin: louse (from folklore about the plant),Orobanchaceae,Lamiales,,G
Pediocactus,plains cactus,Cactaceae,Caryophyllales,,
Pelargonium,stork (the beak-shaped fruit),Geraniaceae,Geraniales,C,G
Pelecyphora,hatchet-like (the tubercles),Cactaceae,Caryophyllales,,
Peltandra,shield-stamens,Araceae,Alismatales,,G
Peltaria,shield-like (the leaves),Brassicaceae,Brassicales,,G
Peltophorum,shield-bearing (the stigma),Fabaceae,Fabales,,G
Peniocereus,filament cactus,Cactaceae,Caryophyllales,,
Pennisetum,feather-bristle (the flower spikes),Poaceae,Poales,C,G
Penstemon,five stamens,Plantaginaceae,Lamiales,C,G
Pentaglottis,five tongues (on the corolla),Boraginaceae,Boraginales,,G
Pentas,fives (the flower parts),Rubiaceae,Gentianales,,G
Peperomia,like pepper,Piperaceae,Piperales,C,G
Perilla,possibly Latin: little bag (the calyx),Lamiaceae,Lamiales,,G
Periploca,entwining (the corolla tubes),Apocynaceae,Gentianales,,G
Peristeria,dove-like (the orchid columns),Orchidaceae,Asparagales,,
Peristrophe,twisting around (the corolla tubes),Acanthaceae,Lamiales,,G
Persea,Greek name,Lauraceae,Laurales,C,G
Persicaria,leaves like Persica (peach),Polygonaceae,Caryophyllales,C,G
Petasites,sun-hats (the leaves). Greek name.,Asteraceae,Asterales,C,G
Petrocallis,rock beauty (the habitat),Brassicaceae,Brassicales,,G
Petromarula,Cretan name[d],Campanulaceae,Asterales,,
Petrophile,rock lover. Previously Petrophila.,Proteaceae,Proteales,,G
Petrophytum,rock plant. Previously Petrophyton.,Rosaceae,Rosales,,G
Petrorhagia,rock-breaking,Caryophyllaceae,Caryophyllales,,G
Petroselinum,Greek and Latin name,Apiaceae,Apiales,C,G
Petunia,Tupi–Guarani name,Solanaceae,Solanales,C,G
Peucedanum,Greek and Latin name,Apiaceae,Apiales,C,G
Peumus,Chilean name,Monimiaceae,Laurales,,G
Phacelia,bundles (the flowers),Hydrophyllaceae,Boraginales,C,G
Phaedranassa,bright queen (the flowers),Amaryllidaceae,Asparagales,,G
Phaius,twilight (the dark flowers),Orchidaceae,Asparagales,,G
Phalaenopsis,moth-like,Orchidaceae,Asparagales,,G
Phalaris,Greek and Latin name,Poaceae,Poales,C,G
Phaseolus,"Latin name, from a Greek name",Fabaceae,Fabales,C,G
Phebalium,possibly a Greek name,Rutaceae,Sapindales,,G
Phellodendron,cork tree,Rutaceae,Sapindales,C,G
Philesia,love (probably for the flowers)[4],Philesiaceae,Liliales,,G
Phillyrea,Greek name,Oleaceae,Lamiales,C,G
Philodendron,tree-loving (they are epiphytes),Araceae,Alismatales,C,G
Phleum,Greek name,Poaceae,Poales,,G
Phlomis,flame (a use of the leaves),Lamiaceae,Lamiales,C,G
Phlox,flame (the flowers),Polemoniaceae,Ericales,C,G
Phoenix,Greek name,Arecaceae,Arecales,C,G
Pholidota,scaly,Orchidaceae,Asparagales,,G
Phormium,basket or mat (uses of the leaf fibres),Asphodelaceae,Asparagales,C,G
Photinia,shining (the foliage),Rosaceae,Rosales,C,G
Phragmipedium,partition slipper (the slipper-shaped lips),Orchidaceae,Asparagales,,
Phragmites,fence or hedge reeds,Poaceae,Poales,C,G
Phuopsis,like Valeriana phu,Rubiaceae,Gentianales,C,G
Phygelius,sun-fleeing (they prefer shade),Scrophulariaceae,Lamiales,C,G
Phyla,tribes (probably the flower clusters),Verbenaceae,Lamiales,,G
Phylica,leafy,Rhamnaceae,Rosales,,G
Phyllagathis,leafy ball of thread (the bracts),Melastomataceae,Myrtales,,
Phyllanthus,leaf-flowers (the source of some flowers)[4],Phyllanthaceae,Malpighiales,,G
Phyllocladus,leaf-branch (the flattened branches),Phyllocladaceae,Pinales,,G
Phyllodoce,a Nereid,Ericaceae,Ericales,,G
Phyllostachys,leaf spike (the inflorescences),Poaceae,Poales,C,G
Physalis,bladders (the appearance of the fruit),Solanaceae,Solanales,C,G
Physocarpus,bladder fruit,Ranunculaceae,Ranunculales,C,G
Physochlaina,bladder covering (the inflated calyx),Solanaceae,Solanales,C,G
Physoplexis,bladder weaving (the corolla),Campanulaceae,Asterales,,G
Physostegia,bladder roofing (the inflated calyx),Lamiaceae,Lamiales,,G
Phytelephas,elephant plant (for the ivory-like nut),Arecaceae,Arecales,,G
Phyteuma,Greek and Latin name,Campanulaceae,Asterales,,G
Phytolacca,plant lac[4],Phytolaccaceae,Caryophyllales,C,G
Picea,Latin name,Pinaceae,Pinales,C,G
Pieris,"Pieria, the home of the Muses",Ericaceae,Ericales,C,G
Pilea,Latin: caps (the shape of the calyx),Urticaceae,Rosales,C,G
Pimelea,"fat, lard (its oils)",Thymelaeaceae,Malvales,,G
Pimenta,Spanish name,Myrtaceae,Myrtales,,G
Pimpinella,from a Medieval Latin name,Apiaceae,Apiales,,G
Pinanga,Malayan name,Arecaceae,Arecales,,
Pinguicula,fatty (the leaves),Lentibulariaceae,Lamiales,,G
Pinus,Latin name[4],Pinaceae,Pinales,C,G
Piper,"Latin name, from Sanskrit and Greek names[4]",Piperaceae,Piperales,,G
Piptadenia,falling glands (of the stamens),Fabaceae,Fabales,,G
Piptanthus,falling flowers (all parts fall at the same time),Fabaceae,Fabales,C,G
Piscidia,Latin: fish-killing (a use of the plant),Fabaceae,Fabales,,G
Pistacia,Greek and Latin name,Anacardiaceae,Sapindales,C,G
Pistia,water,Araceae,Alismatales,C,G
Pisum,Greek and Latin name,Fabaceae,Fabales,C,G
Pithecellobium,"Greek rendering of a Brazilian name meaning ""monkey's earring"" (the fruit)",Fabaceae,Fabales,,G
Pittosporum,tar seeds[4],Pittosporaceae,Apiales,C,G
Plagianthus,asymmetrical flowers,Poaceae,Poales,,G
Plagiobothrys,oblique scars (on the nutlets),Boraginaceae,Boraginales,,
Plantago,Latin name,Plantaginaceae,Lamiales,C,G
Platanus,Greek and Latin name[4],Platanaceae,Proteales,C,G
Platycarya,broad nuts,Juglandaceae,Fagales,,G
Platycodon,broad bell (the flowers),Campanulaceae,Asterales,C,G
Platystemon,broad stamens,Papaveraceae,Ranunculales,,
Plectranthus,spur-flowers,Lamiaceae,Lamiales,C,G
Pleioblastus,many buds,Poaceae,Poales,C,G
Pleione,Pleione,Orchidaceae,Asparagales,C,G
Pleiospilos,many spots (on the leaves),Aizoaceae,Caryophyllales,,G
Pleurothallis,side or rib branches (perhaps the inflorescences or stems),Orchidaceae,Asparagales,,
Plumbago,Latin name[4],Plumbaginaceae,Caryophyllales,C,G
Poa,Greek name[4],Poaceae,Poales,C,G
Podachaenium,stalked achenes,Asteraceae,Asterales,,
Podalyria,Podalirius,Fabaceae,Fabales,,G
Podocarpus,stalked fruit[4],Podocarpaceae,Pinales,C,G
Podolepis,scaly feet (the pedicels),Asteraceae,Asterales,,G
Podophyllum,foot-leaves (for the resemblance to duck's feet),Berberidaceae,Ranunculales,C,G
Podranea,anagram of the related Pandorea,Bignoniaceae,Lamiales,,G
Pogonatherum,bearded awn (the glumes),Poaceae,Poales,,G
Pogonia,bearded (the fringed lips),Orchidaceae,Asparagales,,
Pogostemon,bearded stamens,Lamiaceae,Lamiales,,
Polemonium,Greek and Latin name[4],Polemoniaceae,Ericales,C,G
Poliothyrsis,grey panicles,Salicaceae,Malpighiales,,G
Polygala,Greek and Latin name[4],Polygalaceae,Fabales,C,G
Polygonatum,Greek and Latin name,Asparagaceae,Asparagales,C,G
Polygonum,Greek and Latin name[4],Polygonaceae,Caryophyllales,,G
Polyscias,many sun-shades (the umbels),Araliaceae,Apiales,,G
Polystachya,many spikes (on the inflorescences),Orchidaceae,Asparagales,,G
Pomaderris,lid of skin (on the capsules),Rhamnaceae,Rosales,,G
Populus,Latin name,Salicaceae,Malpighiales,C,G
Porana,possibly from a Marathi name,Convolvulaceae,Solanales,,G
Portulaca,Latin name[4],Portulacaceae,Caryophyllales,,G
Portulacaria,Portulaca-like,Didiereaceae,Caryophyllales,,
Posoqueria,Guianan name,Rubiaceae,Gentianales,,
Potamogeton,Greek and Latin name[4],Potamo­getonaceae,Alismatales,,G
Potentilla,Latin: potent (medicinally),Rosaceae,Rosales,C,G
Pothos,Sinhalese name,Araceae,Alismatales,,G
Pouteria,Carib name,Sapotaceae,Ericales,,
Premna,stump (part of the habit),Lamiaceae,Lamiales,,G
Prenanthes,flowers facing down,Asteraceae,Asterales,,G
Primula,Medieval Latin name[4],Primulaceae,Ericales,C,G
Proboscidea,elephant trunks (the fruit),Martyniaceae,Lamiales,,G
Promenaea,"Promenaea, a Greek priestess of Dodona",Orchidaceae,Asparagales,,
Proserpinaca,Latin name,Haloragaceae,Saxifragales,,G
Prosopis,Greek name,Fabaceae,Fabales,,G
